Student_ID,Gender,Branch,Graduation_Year,Class_10_Percentage,Class_12_Percentage,CGPA,Active_Backlogs,Internship,Projects,Certifications,Placement_Status,Company,Job_Role,Package_LPA,Placement_Type,Placement_Season,Location
ENG0982,Female,Electronics & Communication Engineering,2022,64.1,76.46,6.6,0,No,6,2,Placed,TCS,QA Engineer,7.09,On-Campus,November,Bengaluru
ENG0983,Female,Civil Engineering,2021,80.05,80.75,7.09,1,No,1,1,Placed,Tata Projects,Graduate Engineer Trainee,7.75,Pool Campus,January,Hyderabad
ENG0984,Male,Information Technology,2024,79.47,67.5,6.22,1,No,2,0,Not Placed,,,0,,,
ENG0985,Male,Electrical Engineering,2021,76.79,77.23,6.9,2,No,3,2,Not Placed,,,0,,,
ENG0986,Female,Architecture,2022,83.77,84.8,7.62,0,Yes,1,3,Placed,L&T,Architect,11.6,On-Campus,October,Hyderabad
ENG0987,Male,Information Technology,2021,85.16,90.68,7.38,1,Yes,4,0,Placed,PhonePe,Data Analyst,17.44,Pool Campus,November,Noida
ENG0988,Male,Mechanical Engineering,2023,84.58,81.08,7.65,0,No,1,0,Placed,Siemens,Graduate Engineer Trainee,10.31,On-Campus,March,Chennai
ENG0989,Male,Chemical Engineering,2022,79.47,85.4,7.85,0,Yes,3,4,Placed,Indian Oil,Graduate Engineer Trainee,7.78,On-Campus,January,Noida
ENG0990,Female,Computer Science & Engineering,2024,73.19,76.2,8.06,0,Yes,2,2,Placed,Capgemini,Data Analyst,8.1,Off-Campus,October,Ahmedabad
ENG0991,Female,Computer Science & Engineering,2024,87.33,76.29,6.74,0,No,1,2,Not Placed,,,0,,,
ENG0992,Female,Mechanical Engineering,2025,82.1,71.67,6,2,No,1,1,Not Placed,,,0,,,
ENG0993,Female,Information Technology,2022,89.11,94.69,7.48,0,Yes,1,2,Not Placed,,,0,,,
ENG0994,Male,Computer Science & Engineering,2023,88.32,94.61,7.73,1,No,2,2,Placed,TCS,Business Analyst,5.07,On-Campus,February,Hyderabad
ENG0995,Female,Electronics & Communication Engineering,2024,70.63,75.23,7.16,0,Yes,4,2,Placed,Nokia,Civil Engineer,12.02,On-Campus,October,Bengaluru
ENG0996,Male,Mechanical Engineering,2023,70.53,83.36,7.43,0,Yes,1,0,Placed,Siemens,Mechanical Engineer,11.5,On-Campus,March,Coimbatore
ENG0997,Female,Information Technology,2024,75.96,84.36,7.65,0,No,3,0,Placed,Wipro,QA Engineer,4.86,On-Campus,October,Ahmedabad
ENG0998,Male,Information Technology,2022,73.55,79.95,6.93,0,No,1,2,Placed,EXL,Data Engineer,12.96,Off-Campus,October,Hyderabad
ENG0999,Female,Civil Engineering,2025,88.04,79.65,7.14,0,Yes,2,0,Placed,Tata Projects,Civil Engineer,5.72,On-Campus,January,Chennai
ENG1000,Male,Electronics & Communication Engineering,2021,84.81,95.73,8.26,0,Yes,0,0,Placed,Deloitte,Business Analyst,9.52,Off-Campus,August,Delhi NCR
